city 1; city 2; d
Bad Frankenhausen;Nordhausen;35
Bad Frankenhausen;Querfurt;46
Bad Frankenhausen;Sangerhausen;27
Bad Frankenhausen;Sondershausen;21
Bad Frankenhausen;Sömmerda;31
Bad Freienwalde;Biesenthal;32
Bad Freienwalde;Eberswalde;15
Bad Freienwalde;Müncheberg;39
Bad Freienwalde;Rehfelde;38
Bad Freienwalde;Schwedt (Oder);47
Bad Freienwalde;Strausberg;30
Bad Freienwalde;Werneuchen;27
Bad Freienwalde;Wriezen;10
Bad Harzburg;Bad Lauterberg;38
Bad Harzburg;Blankenburg;34
Bad Harzburg;Clausthal-Zellerfeld;27
Bad Harzburg;Ellrich;44
Bad Harzburg;Goslar;11
Bad Harzburg;Halberstadt;43
Bad Harzburg;Herzberg am Harz;42
Bad Harzburg;Langelsheim;21
Bad Harzburg;Osterode;39
Bad Harzburg;Osterwieck;18
Bad Harzburg;Salzgitter;43
Bad Harzburg;Seesen;38
Bad Harzburg;Wernigerode;23
Bad Harzburg;Wolfenbüttel;38
Bad Hersfeld;Bebra;14
Bad Hersfeld;Dermbach;43
Bad Hersfeld;Gerstungen;32
Bad Hersfeld;Hünfeld;28
Bad Hersfeld;Lauterbach;41
Bad Hersfeld;Melsungen;44
Bad Hersfeld;Petersberg;40
Bad Hersfeld;Rotenburg an der Fulda;19
Bad Hersfeld;Vacha;27
Bad Homburg;Bad Nauheim;27
Bad Homburg;Bad Soden am Taunus;14
Bad Homburg;Bad Vilbel;13
Bad Homburg;Bischofsheim;45
Bad Homburg;Bruchköbel;26
Bad Homburg;Butzbach;34
Bad Homburg;Dietzenbach;33
Bad Homburg;Dreieich;33
Bad Homburg;Egelsbach;36
Bad Homburg;Eppstein;21
Bad Homburg;Erlensee;32
Bad Homburg;Eschborn;10
Bad Homburg;Flörsheim;33
Bad Homburg;Frankfurt;16
Bad Homburg;Friedrichsdorf;6
Bad Homburg;Ginsheim-Gustavsburg;47
Bad Homburg;Groß-Gerau;44
Bad Homburg;Hanau;28
Bad Homburg;Hattersheim;25
Bad Homburg;Heusenstamm;28
Bad Homburg;Hochheim am Main;38
Bad Homburg;Hofheim;24
Bad Homburg;Idstein;32
Bad Homburg;Karben;13
Bad Homburg;Kelkheim (Taunus);18
Bad Homburg;Kelsterbach;28
Bad Homburg;Kriftel;23
Bad Homburg;Kronberg;11
Bad Homburg;Königstein im Taunus;13
Bad Homburg;Langenselbold;35
Bad Homburg;Langgöns;43
Bad Homburg;Maintal;22
Bad Homburg;Mörfelden-Walldorf;30
Bad Homburg;Nauheim;42
Bad Homburg;Neu Isenburg;27
Bad Homburg;Neu-Anspach;14
Bad Homburg;Nidderau;27
Bad Homburg;Niedernhausen;28
Bad Homburg;Obertshausen;34
Bad Homburg;Oberursel;3
Bad Homburg;Raunheim;34
Bad Homburg;Rodenbach;39
Bad Homburg;Rodgau;42
Bad Homburg;Rosbach vor der Höhe;17
Bad Homburg;Rüsselsheim;38
Bad Homburg;Seligenstadt;44
Bad Homburg;Steinbach am Taunus;8
Bad Homburg;Taunusstein;45
Bad Homburg;Usingen;16
Bad Homburg;Wiesbaden;43
Bad Honnef am Rhein;Bad Neuenahr-Ahrweiler;22
Bad Honnef am Rhein;Bendorf;43
Bad Honnef am Rhein;Bonn;16
Bad Honnef am Rhein;Bornheim;25
Bad Honnef am Rhein;Brühl;36
Bad Honnef am Rhein;Euskirchen;38
Bad Honnef am Rhein;Hennef;25
Bad Honnef am Rhein;Königswinter;4
Bad Honnef am Rhein;Lohmar;24
Bad Honnef am Rhein;Mayen;43
Bad Honnef am Rhein;Mülheim-Kärlich;40
Bad Honnef am Rhein;Neuwied;34
Bad Honnef am Rhein;Niederkassel;26
Bad Honnef am Rhein;Overath;44
Bad Honnef am Rhein;Remagen;10
Bad Honnef am Rhein;Rheinbach;25
Bad Honnef am Rhein;Rösrath;36
Bad Honnef am Rhein;Sankt Augustin;18
Bad Honnef am Rhein;Siegburg;22
Bad Honnef am Rhein;Sinzig;15
Bad Honnef am Rhein;Troisdorf;24
Bad Honnef am Rhein;Wesseling;31
Bad Iburg;Belm;21
Bad Iburg;Bissendorf;15
Bad Iburg;Bohmte;36
Bad Iburg;Bramsche;30
Bad Iburg;Georgsmarienhütte;5
Bad Iburg;Greven;38
Bad Iburg;Harsewinkel;29
Bad Iburg;Hasbergen;13
Bad Iburg;Hilter;9
Bad Iburg;Ibbenbüren;30
Bad Iburg;Melle;23
Bad Iburg;Osnabrück;15
Bad Iburg;Wallenhorst;23
Bad Iburg;Warendorf;26
Bad Kissingen;Bad Neustadt;24
Bad Kissingen;Schweinfurt;25
Bad Kreuznach;Bad Schwalbach;47
Bad Kreuznach;Bingen am Rhein;15
Bad Kreuznach;Geisenheim;24
Bad Kreuznach;Ingelheim;25
Bad Kreuznach;Mainz;44
Bad Kreuznach;Nieder-Olm;31
Bad Kreuznach;Oestrich-Winkel;27
Bad Krozingen;Breisach am Rhein;17
Bad Krozingen;Emmendingen;32
Bad Krozingen;Freiburg im Breisgau;16
Bad Krozingen;Lörrach;42
Bad Krozingen;Müllheim;16
Bad Krozingen;Schopfheim;43
Bad Krozingen;Waldkirch;34
Bad Langensalza;Bleicherode;48
Bad Langensalza;Dingelstädt;38
Bad Langensalza;Eisenach;31
Bad Langensalza;Erfurt;35
Bad Langensalza;Friedrichroda;37
Bad Langensalza;Gotha;19
Bad Langensalza;Greußen;37
Bad Langensalza;Mühlhausen;21
Bad Langensalza;Niederorschel;41
Bad Langensalza;Ohrdruf;34
Bad Langensalza;Ruhla;41
Bad Langensalza;Sondershausen;38
Bad Langensalza;Sömmerda;36
Bad Langensalza;Treffurt;39
Bad Langensalza;Waltershausen;31
Bad Lauterberg;Bleicherode;34
Bad Lauterberg;Clausthal-Zellerfeld;32
Bad Lauterberg;Duderstadt;26
Bad Lauterberg;Ellrich;19
Bad Lauterberg;Goslar;49
Bad Lauterberg;Herzberg am Harz;11
Bad Lauterberg;Leinefelde;39
Bad Lauterberg;Niederorschel;40
Bad Lauterberg;Nordhausen;32
Bad Lauterberg;Northeim;39
Bad Lauterberg;Osterode;22
Bad Lauterberg;Wernigerode;41
Bad Liebenstein;Bad Salzungen;11
Bad Liebenstein;Dermbach;25
Bad Liebenstein;Eisenach;27
Bad Liebenstein;Friedrichroda;28
Bad Liebenstein;Gerstungen;36
Bad Liebenstein;Gotha;41
Bad Liebenstein;Kaltennordheim;38
Bad Liebenstein;Kurort Steinbach-Hallenberg;24
Bad Liebenstein;Meiningen;36
Bad Liebenstein;Ohrdruf;41
Bad Liebenstein;Ruhla;12
Bad Liebenstein;Schmalkalden;18
Bad Liebenstein;Suhl;43
Bad Liebenstein;Vacha;28
Bad Liebenstein;Waltershausen;26
Bad Liebenstein;Wasungen;20
Bad Liebenstein;Zella-Mehlis;37
Bad Liebenwerda;Doberlug-Kirchhain;20
Bad Liebenwerda;Elsterwerda;13
Bad Liebenwerda;Falkenberg;16
Bad Liebenwerda;Finsterwalde;30
Bad Liebenwerda;Großenhain;32
Bad Liebenwerda;Gröditz;13
Bad Liebenwerda;Herzberg;26
Bad Liebenwerda;Lauchhammer;34
Bad Liebenwerda;Oschatz;38
Bad Liebenwerda;Riesa;28
Bad Liebenwerda;Schipkau;46
Bad Liebenwerda;Schwarzheide;38
Bad Liebenwerda;Torgau;32
Bad Mergentheim;Buchen in Odenwald;42
Bad Mergentheim;Künzelsau;31
Bad Mergentheim;Wertheim;46
Bad Mergentheim;Würzburg;48
Bad Münder am Deister;Bad Nenndorf;20
Bad Münder am Deister;Bad Pyrmont;37
Bad Münder am Deister;Barsinghausen;18
Bad Münder am Deister;Bückeburg;40
Bad Münder am Deister;Garbsen;38
Bad Münder am Deister;Gehrden;24
Bad Münder am Deister;Hameln;15
Bad Münder am Deister;Hannover;33
Bad Münder am Deister;Harsum;39
Bad Münder am Deister;Hemmingen;30
Bad Münder am Deister;Hessisch Oldendorf;23
Bad Münder am Deister;Hildesheim;38
Bad Münder am Deister;Laatzen;34
Bad Münder am Deister;Langenhagen;50
Bad Münder am Deister;Neustadt am Rübenberge;44
Bad Münder am Deister;Nordstemmen;25
Bad Münder am Deister;Pattensen;25
Bad Münder am Deister;Rehburg-Loccum;39
Bad Münder am Deister;Rinteln;37
Bad Münder am Deister;Ronnenberg;25
Bad Münder am Deister;Sarstedt;33
Bad Münder am Deister;Seelze;31
Bad Münder am Deister;Springe;8
Bad Münder am Deister;Stadthagen;27
Bad Münder am Deister;Wennigsen;21
Bad Münder am Deister;Wunstorf;34
Bad Nauheim;Bad Soden am Taunus;40
Bad Nauheim;Bad Vilbel;25
Bad Nauheim;Bieber;39
Bad Nauheim;Braunfels;39
Bad Nauheim;Bruchköbel;26
Bad Nauheim;Butzbach;11
Bad Nauheim;Büdingen;33
Bad Nauheim;Erlensee;34
Bad Nauheim;Eschborn;34
Bad Nauheim;Frankfurt;33
Bad Nauheim;Friedrichsdorf;17
Bad Nauheim;Gelnhausen;45
Bad Nauheim;Gießen;30
Bad Nauheim;Grünberg;41
Bad Nauheim;Hanau;32
Bad Nauheim;Hungen;20
Bad Nauheim;Karben;19
Bad Nauheim;Kelkheim (Taunus);43
Bad Nauheim;Kronberg;37
Bad Nauheim;Königstein im Taunus;38
Bad Nauheim;Langenselbold;37
Bad Nauheim;Langgöns;21
Bad Nauheim;Lich;25
Bad Nauheim;Lollar;39
Bad Nauheim;Maintal;33
Bad Nauheim;Neu-Anspach;25
Bad Nauheim;Nidda;27
Bad Nauheim;Nidderau;23
Bad Nauheim;Obertshausen;49
Bad Nauheim;Oberursel;29
Bad Nauheim;Reiskirchen;31
Bad Nauheim;Rodenbach;43
Bad Nauheim;Rosbach vor der Höhe;10
Bad Nauheim;Schotten;37
Bad Nauheim;Steinbach am Taunus;36
Bad Nauheim;Usingen;20
Bad Nauheim;Wetzlar;37
Bad Nenndorf;Barsinghausen;9
Bad Nenndorf;Bückeburg;27
Bad Nenndorf;Garbsen;20
Bad Nenndorf;Gehrden;18
Bad Nenndorf;Hameln;36
Bad Nenndorf;Hannover;25
Bad Nenndorf;Hemmingen;27
Bad Nenndorf;Hessisch Oldendorf;26
Bad Nenndorf;Isernhagen-Süd;39
Bad Nenndorf;Laatzen;32
Bad Nenndorf;Langenhagen;32
Bad Nenndorf;Minden;39
Bad Nenndorf;Neustadt am Rübenberge;23
Bad Nenndorf;Nordstemmen;44
Bad Nenndorf;Pattensen;32
Bad Nenndorf;Petershagen;33
Bad Nenndorf;Porta Westfalica;42
Bad Nenndorf;Rehburg-Loccum;23
Bad Nenndorf;Rinteln;31
Bad Nenndorf;Ronnenberg;20
Bad Nenndorf;Sarstedt;43
Bad Nenndorf;Seelze;21
Bad Nenndorf;Springe;27
Bad Nenndorf;Stadthagen;13
Bad Nenndorf;Wennigsen;17
Bad Nenndorf;Wunstorf;11
Bad Neuenahr-Ahrweiler;Bendorf;44
Bad Neuenahr-Ahrweiler;Bonn;30
Bad Neuenahr-Ahrweiler;Bornheim;34
Bad Neuenahr-Ahrweiler;Euskirchen;32
Bad Neuenahr-Ahrweiler;Hennef;52
Bad Neuenahr-Ahrweiler;Königswinter;22
Bad Neuenahr-Ahrweiler;Lohmar;46
Bad Neuenahr-Ahrweiler;Mayen;36
Bad Neuenahr-Ahrweiler;Mechernich;45
Bad Neuenahr-Ahrweiler;Mülheim-Kärlich;39
Bad Neuenahr-Ahrweiler;Neuwied;37
Bad Neuenahr-Ahrweiler;Niederkassel;42
Bad Neuenahr-Ahrweiler;Remagen;14
Bad Neuenahr-Ahrweiler;Rheinbach;19
Bad Neuenahr-Ahrweiler;Sankt Augustin;34
Bad Neuenahr-Ahrweiler;Siegburg;43
Bad Neuenahr-Ahrweiler;Sinzig;12
Bad Neuenahr-Ahrweiler;Troisdorf;43
Bad Neuenahr-Ahrweiler;Wesseling;42
Bad Neustadt;Kaltennordheim;41
Bad Neustadt;Meiningen;33
Bad Neustadt;Römhild;33
Bad Neustadt;Schweinfurt;39
Bad Oeynhausen;Bad Salzuflen;15
Bad Oeynhausen;Bielefeld;32
Bad Oeynhausen;Bückeburg;24
Bad Oeynhausen;Bünde;17
Bad Oeynhausen;Detmold;38
Bad Oeynhausen;Herford;13
Bad Oeynhausen;Hessisch Oldendorf;38
Bad Oeynhausen;Lage;31
Bad Oeynhausen;Lemgo;25
Bad Oeynhausen;Löhne;9
Bad Oeynhausen;Lübbecke;22
Bad Oeynhausen;Melle;35
Bad Oeynhausen;Minden;18
Bad Oeynhausen;Petershagen;29
Bad Oeynhausen;Porta Westfalica;13
Bad Oeynhausen;Rinteln;23
Bad Oeynhausen;Stadthagen;38
Bad Oldesloe;Bad Schwartau;30
Bad Oldesloe;Bad Segeberg;14
Bad Oldesloe;Bargteheide;16
Bad Oldesloe;Barsbüttel;36
Bad Oldesloe;Boostedt;42
Bad Oldesloe;Ellerau;37
Bad Oldesloe;Glinde;39
Bad Oldesloe;Großhansdorf;25
Bad Oldesloe;Henstedt-Ulzburg;29
Bad Oldesloe;Kaltenkirchen;32
Bad Oldesloe;Lübeck;27
Bad Oldesloe;Mölln;37
Bad Oldesloe;Norderstedt;31
Bad Oldesloe;Oststeinbek;40
Bad Oldesloe;Quickborn;39
Bad Oldesloe;Ratekau;36
Bad Oldesloe;Ratzeburg;31
Bad Oldesloe;Reinbek;42
Bad Oldesloe;Reinfeld;8
Bad Oldesloe;Scharbeutz;43
Bad Oldesloe;Schwarzenbek;45
Bad Oldesloe;Stockelsdorf;27
Bad Oldesloe;Tangstedt;23
Bad Oldesloe;Timmendorfer Strand;41
Bad Oldesloe;Trappenkamp;34
Bad Oldesloe;Trittau;26
Bad Oldesloe;Wahlstedt;24
Bad Orb;Bad Soden-Salmünster;9
Bad Orb;Bruchköbel;39
Bad Orb;Büdingen;32
Bad Orb;Erlensee;37
Bad Orb;Gelnhausen;18
Bad Orb;Hanau;39
Bad Orb;Langenselbold;29
Bad Orb;Neuhof;37
Bad Orb;Nidda;42
Bad Orb;Nidderau;48
Bad Orb;Rodenbach;31
Bad Orb;Schlüchtern;26
Bad Orb;Seligenstadt;50
Bad Orb;Steinau an der Straße;20
Bad Orb;Wächtersbach;8
Bad Pyrmont;Bückeburg;47
Bad Pyrmont;Detmold;32
Bad Pyrmont;Hameln;22
Bad Pyrmont;Hessisch Oldendorf;30
Bad Pyrmont;Holzminden;34
Bad Pyrmont;Höxter;33
Bad Pyrmont;Lage;40
Bad Pyrmont;Lemgo;30
Bad Pyrmont;Porta Westfalica;50
Bad Pyrmont;Rinteln;36
Bad Pyrmont;Springe;41
Bad Rappenau;Bietigheim-Bissingen;38
Bad Rappenau;Brackenheim;24
Bad Rappenau;Eppingen;22
Bad Rappenau;Freiberg am Neckar;48
Bad Rappenau;Heidelberg;46
Bad Rappenau;Heilbronn;17
Bad Rappenau;Leimen;44
Bad Rappenau;Mosbach;21
Bad Rappenau;Neckarsulm;15
Bad Rappenau;Sandhausen;45
Bad Rappenau;Sinsheim;22
Bad Rappenau;Walldorf;40
Bad Rappenau;Wiesloch;37
Bad Rappenau;Öhringen;38
Bad Saarow-Pieskow;Beeskow;25
Bad Saarow-Pieskow;Bestensee;35
Bad Saarow-Pieskow;Eichwalde;45
Bad Saarow-Pieskow;Erkner;39
Bad Saarow-Pieskow;Frankfurt (Oder);41
Bad Saarow-Pieskow;Fürstenwalde;10
Bad Saarow-Pieskow;Grünheide;33
Bad Saarow-Pieskow;Königs Wusterhausen;41
Bad Saarow-Pieskow;Müncheberg;30
Bad Saarow-Pieskow;Rehfelde;37
Bad Saarow-Pieskow;Schulzendorf;47
Bad Saarow-Pieskow;Seelow;42
Bad Saarow-Pieskow;Strausberg;45
Bad Saarow-Pieskow;Wildau;39
Bad Saarow-Pieskow;Woltersdorf;42
Bad Saarow-Pieskow;Zeuthen;46
Bad Salzdetfurth;Einbeck;42
Bad Salzdetfurth;Goslar;43
Bad Salzdetfurth;Harsum;21
Bad Salzdetfurth;Hemmingen;46
Bad Salzdetfurth;Hildesheim;14
Bad Salzdetfurth;Ilsede;30
Bad Salzdetfurth;Laatzen;40
Bad Salzdetfurth;Lahstedt;31
Bad Salzdetfurth;Langelsheim;34
Bad Salzdetfurth;Lehrte;47
Bad Salzdetfurth;Lengede;31
Bad Salzdetfurth;Nordstemmen;25
Bad Salzdetfurth;Pattensen;35
Bad Salzdetfurth;Peine;39
Bad Salzdetfurth;Salzgitter;29
Bad Salzdetfurth;Sarstedt;26
Bad Salzdetfurth;Seesen;29
Bad Salzdetfurth;Sehnde;36
Bad Salzdetfurth;Vechelde;38
Bad Salzuflen;Bielefeld;18
Bad Salzuflen;Bückeburg;36
Bad Salzuflen;Bünde;20
Bad Salzuflen;Detmold;22
Bad Salzuflen;Gütersloh;40
Bad Salzuflen;Herford;8
Bad Salzuflen;Lage;13
Bad Salzuflen;Lemgo;15
Bad Salzuflen;Löhne;17
Bad Salzuflen;Lübbecke;30
Bad Salzuflen;Melle;36
Bad Salzuflen;Minden;32
Bad Salzuflen;Porta Westfalica;25
Bad Salzuflen;Rinteln;35
Bad Salzuflen;Schloß Holte-Stukenbrock;27
Bad Salzuflen;Verl;34
Bad Salzungen;Dermbach;16
Bad Salzungen;Eisenach;26
Bad Salzungen;Friedrichroda;36
Bad Salzungen;Gerstungen;28
Bad Salzungen;Kaltennordheim;28
Bad Salzungen;Kurort Steinbach-Hallenberg;36
Bad Salzungen;Meiningen;39
Bad Salzungen;Ruhla;20
Bad Salzungen;Schmalkalden;25
Bad Salzungen;Vacha;17
Bad Salzungen;Waltershausen;34
Bad Salzungen;Wasungen;24
Bad Salzungen;Zella-Mehlis;48
Bad Schwalbach;Bad Soden am Taunus;46
Bad Schwalbach;Bingen am Rhein;33
Bad Schwalbach;Bischofsheim;30
Bad Schwalbach;Diez;34
Bad Schwalbach;Eppstein;33
Bad Schwalbach;Flörsheim;33
Bad Schwalbach;Geisenheim;26
Bad Schwalbach;Ginsheim-Gustavsburg;31
Bad Schwalbach;Hattersheim;35
Bad Schwalbach;Hochheim am Main;28
Bad Schwalbach;Hofheim;34
Bad Schwalbach;Idstein;24
Bad Schwalbach;Ingelheim;27
Bad Schwalbach;Kelkheim (Taunus);38
Bad Schwalbach;Kelsterbach;41
Bad Schwalbach;Kriftel;36
Bad Schwalbach;Kronberg;43
Bad Schwalbach;Königstein im Taunus;40
Bad Schwalbach;Limburg;35
Bad Schwalbach;Mainz;28
Bad Schwalbach;Nauheim;40
Bad Schwalbach;Nieder-Olm;38
Bad Schwalbach;Niedernhausen;24
Bad Schwalbach;Oestrich-Winkel;23
Bad Schwalbach;Raunheim;36
Bad Schwalbach;Rüsselsheim;34
Bad Schwalbach;Taunusstein;9
Bad Schwalbach;Trebur;41
Bad Schwalbach;Wiesbaden;16
Bad Schwartau;Bad Segeberg;31
Bad Schwartau;Eutin;31
Bad Schwartau;Grevesmühlen;40
Bad Schwartau;Grömitz;39
Bad Schwartau;Lübeck;6
Bad Schwartau;Malente;37
Bad Schwartau;Mölln;35
Bad Schwartau;Neustadt in Holstein;27
Bad Schwartau;Plön;37
Bad Schwartau;Ratekau;5
Bad Schwartau;Ratzeburg;27
Bad Schwartau;Reinfeld;21
Bad Schwartau;Scharbeutz;14
Bad Schwartau;Stockelsdorf;7
Bad Schwartau;Süsel;21
Bad Schwartau;Timmendorfer Strand;12
Bad Schwartau;Trappenkamp;47
Bad Schwartau;Wahlstedt;37
Bad Segeberg;Bargteheide;27
Bad Segeberg;Boostedt;29
Bad Segeberg;Ellerau;38
Bad Segeberg;Eutin;40
Bad Segeberg;Großhansdorf;35
Bad Segeberg;Henstedt-Ulzburg;30
Bad Segeberg;Kaltenkirchen;33
Bad Segeberg;Lübeck;29
Bad Segeberg;Malente;42
Bad Segeberg;Neumünster;31
Bad Segeberg;Norderstedt;35
Bad Segeberg;Plön;37
Bad Segeberg;Quickborn;40
Bad Segeberg;Ratekau;37
Bad Segeberg;Reinfeld;17
Bad Segeberg;Scharbeutz;37
Bad Segeberg;Stockelsdorf;26
Bad Segeberg;Süsel;37
Bad Segeberg;Tangstedt;29
Bad Segeberg;Timmendorfer Strand;42
Bad Segeberg;Trappenkamp;20
Bad Segeberg;Trittau;40
Bad Segeberg;Wahlstedt;10
Bad Soden am Taunus;Bad Vilbel;23
Bad Soden am Taunus;Bischofsheim;31
Bad Soden am Taunus;Bruchköbel;39
Bad Soden am Taunus;Büttelborn;35
Bad Soden am Taunus;Darmstadt;40
Bad Soden am Taunus;Dietzenbach;32
Bad Soden am Taunus;Dreieich;29
Bad Soden am Taunus;Egelsbach;33
Bad Soden am Taunus;Eppstein;10
Bad Soden am Taunus;Erlensee;38
Bad Soden am Taunus;Eschborn;9
Bad Soden am Taunus;Flörsheim;16
Bad Soden am Taunus;Frankfurt;17
Bad Soden am Taunus;Friedrichsdorf;19
Bad Soden am Taunus;Ginsheim-Gustavsburg;32
Bad Soden am Taunus;Griesheim;42
Bad Soden am Taunus;Groß-Gerau;32
Bad Soden am Taunus;Hanau;36
Bad Soden am Taunus;Hattersheim;12
Bad Soden am Taunus;Heusenstamm;31
Bad Soden am Taunus;Hochheim am Main;20
Bad Soden am Taunus;Hofheim;8
Bad Soden am Taunus;Idstein;25
Bad Soden am Taunus;Karben;31
Bad Soden am Taunus;Kelkheim (Taunus);4
Bad Soden am Taunus;Kelsterbach;13
Bad Soden am Taunus;Kriftel;8
Bad Soden am Taunus;Kronberg;9
Bad Soden am Taunus;Königstein im Taunus;8
Bad Soden am Taunus;Maintal;30
Bad Soden am Taunus;Mainz;38
Bad Soden am Taunus;Mörfelden-Walldorf;26
Bad Soden am Taunus;Nauheim;30
Bad Soden am Taunus;Neu Isenburg;24
Bad Soden am Taunus;Neu-Anspach;27
Bad Soden am Taunus;Nidderau;41
Bad Soden am Taunus;Nieder-Olm;48
Bad Soden am Taunus;Niedernhausen;17
Bad Soden am Taunus;Obertshausen;36
Bad Soden am Taunus;Oberursel;11
Bad Soden am Taunus;Raunheim;22
Bad Soden am Taunus;Rodgau;45
Bad Soden am Taunus;Rosbach vor der Höhe;31
Bad Soden am Taunus;Rüsselsheim;21
Bad Soden am Taunus;Steinbach am Taunus;9
Bad Soden am Taunus;Taunusstein;41
Bad Soden am Taunus;Trebur;34
Bad Soden am Taunus;Usingen;29
Bad Soden am Taunus;Weiterstadt;36
Bad Soden am Taunus;Wiesbaden;30
Bad Soden-Salmünster;Bruchköbel;41
Bad Soden-Salmünster;Büdingen;34
Bad Soden-Salmünster;Eichenzell;38
Bad Soden-Salmünster;Erlensee;40
Bad Soden-Salmünster;Gelnhausen;20
Bad Soden-Salmünster;Langenselbold;31
Bad Soden-Salmünster;Neuhof;28
Bad Soden-Salmünster;Nidda;41
Bad Soden-Salmünster;Nidderau;50
Bad Soden-Salmünster;Rodenbach;33
Bad Soden-Salmünster;Schlüchtern;17
Bad Soden-Salmünster;Schotten;45
Bad Soden-Salmünster;Steinau an der Straße;11
Bad Soden-Salmünster;Wächtersbach;6
Bad Sulza;Blankenhain;38
Bad Sulza;Braunsbedra;36
Bad Sulza;Buttstädt;18
Bad Sulza;Eisenberg;31
Bad Sulza;Hermsdorf;33
Bad Sulza;Jena;27
Bad Sulza;Kahla;42
Bad Sulza;Kölleda;37
Bad Sulza;Naumburg;18
Bad Sulza;Querfurt;47
Bad Sulza;Stadtroda;46
Bad Sulza;Weimar;30
Bad Sulza;Weißenfels;34
Bad Säckingen;Lörrach;29
Bad Säckingen;Rheinfelden (Baden);16
Bad Säckingen;Schopfheim;19
Bad Säckingen;Waldshut-Tiengen;24
Bad Säckingen;Weil am Rhein;34
Bad Tölz;Bruckmühl;40
Bad Tölz;Geretsried;17
Bad Tölz;Holzkirchen;20
Bad Tölz;Penzberg;15
Bad Tölz;Starnberg;41
Bad Tölz;Taufkirchen;38
Bad Tölz;Unterhaching;40
Bad Tölz;Weilheim;38
Bad Tölz;Wolfratshausen;23
Bad Vilbel;Bischofsheim;42
Bad Vilbel;Bruchköbel;16
Bad Vilbel;Butzbach;36
Bad Vilbel;Büdingen;36
Bad Vilbel;Büttelborn;44
Bad Vilbel;Darmstadt;40
Bad Vilbel;Dieburg;41
Bad Vilbel;Dietzenbach;24
Bad Vilbel;Dreieich;24
Bad Vilbel;Egelsbach;27
Bad Vilbel;Eppstein;32
Bad Vilbel;Erlensee;19
Bad Vilbel;Eschborn;17
Bad Vilbel;Flörsheim;34
Bad Vilbel;Frankfurt;9
Bad Vilbel;Friedrichsdorf;12
Bad Vilbel;Gelnhausen;40
Bad Vilbel;Groß-Gerau;41
Bad Vilbel;Groß-Zimmern;44
Bad Vilbel;Hanau;17
Bad Vilbel;Hattersheim;26
Bad Vilbel;Heusenstamm;19
Bad Vilbel;Hochheim am Main;40
Bad Vilbel;Hofheim;25
Bad Vilbel;Hungen;40
Bad Vilbel;Idstein;49
Bad Vilbel;Karben;8
Bad Vilbel;Kelkheim (Taunus);26
Bad Vilbel;Kelsterbach;23
Bad Vilbel;Kriftel;24
Bad Vilbel;Kronberg;28
Bad Vilbel;Königstein im Taunus;30
Bad Vilbel;Langenselbold;29
Bad Vilbel;Maintal;10
Bad Vilbel;Mörfelden-Walldorf;23
Bad Vilbel;Nauheim;39
Bad Vilbel;Neu Isenburg;18
Bad Vilbel;Neu-Anspach;27
Bad Vilbel;Nidda;39
Bad Vilbel;Nidderau;18
Bad Vilbel;Niedernhausen;45
Bad Vilbel;Obertshausen;25
Bad Vilbel;Oberursel;20
Bad Vilbel;Raunheim;31
Bad Vilbel;Rodenbach;27
Bad Vilbel;Rodgau;33
Bad Vilbel;Rosbach vor der Höhe;18
Bad Vilbel;Rüsselsheim;35
Bad Vilbel;Seligenstadt;35
Bad Vilbel;Steinbach am Taunus;18
Bad Vilbel;Usingen;29
Bad Vilbel;Weiterstadt;37
Bad Waldsee;Biberach;23
Bad Waldsee;Leutkirch im Allgäu;27
Bad Waldsee;Memmingen;41
Bad Waldsee;Ravensburg;22
Bad Waldsee;Tettnang;35
Bad Waldsee;Wangen im Allgäu;34
Bad Waldsee;Weingarten;17
Bad Wildungen;Baunatal;35
Bad Wildungen;Felsberg;27
Bad Wildungen;Frankenberg;27
Bad Wildungen;Fritzlar;15
Bad Wildungen;Kassel;43
Bad Wildungen;Korbach;37
Bad Wildungen;Lohfelden;45
Bad Wildungen;Melsungen;36
Bad Wildungen;Schwalmstadt;28
Bad Wildungen;Stadtallendorf;45
Bad Wildungen;Wolfhagen;29
Bad Wörishofen;Bobingen;36
Bad Wörishofen;Kaufbeuren;16
Bad Wörishofen;Marktoberdorf;29
Bad Wörishofen;Memmingen;35
Bad Wörishofen;Mindelheim;15
Bad Zwischenahn;Barßel;20
Bad Zwischenahn;Edewecht;7
Bad Zwischenahn;Friedeburg;38
Bad Zwischenahn;Friesoythe;22
Bad Zwischenahn;Garrel;32
Bad Zwischenahn;Großenkneten;42
Bad Zwischenahn;Hatten;38
Bad Zwischenahn;Hude;39
Bad Zwischenahn;Oldenburg;17
Bad Zwischenahn;Ostrhauderfehn;33
Bad Zwischenahn;Rastede;18
Bad Zwischenahn;Rhaude;35
Bad Zwischenahn;Varel;31
Bad Zwischenahn;Wardenburg;26
Bad Zwischenahn;Westerstede;12
Bad Zwischenahn;Wiefelstede;13
Bad Zwischenahn;Wiesmoor;36
Bad Zwischenahn;Zetel;30
Baden-Baden;Bühl;12
Baden-Baden;Ettlingen;29
Baden-Baden;Gaggenau;10
Baden-Baden;Karlsruhe;39
Baden-Baden;Oberkirch;36
Baden-Baden;Rastatt;14
Baden-Baden;Wörth am Rhein;48
Baesweiler;Bergheim;43
Baesweiler;Düren;32
Baesweiler;Erkelenz;24
Baesweiler;Eschweiler;14
Baesweiler;Geilenkirchen;10
